Id,IsDeleted,MasterRecordId,AccountId,Salutation,FirstName,LastName,MiddleName,Suffix,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,OwnerId,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,EmailBouncedReason,EmailBouncedDate,Jigsaw,JigsawContactId,SmartvCard__Organization__c,qbdialer__CloseDate__c,qbdialer__CloseScore__c,qbdialer__ContactDate__c,qbdialer__ContactScoreId__c,qbdialer__ContactScore__c,qbdialer__Dials__c,qbdialer__LastCallTime__c,qbdialer__ResponseTime__c,LID__LinkedIn_Company_Id__c,LID__LinkedIn_Member_Token__c,Other_Email_s__c,Agree_to_FT_License_Agreement__c,Free_Trial_License_Key__c,Free_Trial_Project_Notes__c,Free_Trial_Start_Date__c,Free_Trial_Follow_Up_Notes__c,Free_Trial_Status__c,Signed_up_for_free_trial_on__c,Dev_Edition_Agree_to_License_Agreement__c,Dev_Edition_Date_Signed_Up__c,Free_Trial_Renewed_Date__c,zisf__Person_Has_Moved__c,zisf__ZoomInfo_Complete_Status__c,zisf__ZoomInfo_Email__c,zisf__ZoomInfo_Last_Clean_Run__c,zisf__ZoomInfo_Phone__c,zisf__Zoom_Clean_Status__c,zisf__zoom_id__c,zisf__zoom_lastupdated__c,Alternate_Email__c,LinkedIn_Profile__c,Goal_of_Developer_Edition__c,Goal_of_Developer_Edition_Other__c,Employee_Band__c,Original_Lead_Source__c,Meeting_Status__c
0033600000ChoiFAAR,0,,0013600000JRBTrAAP,,Jordan,Movers Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Movers Inc,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,2018-05-22,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,Moving Company ML MOVERS,,,,,
0033600000ChoiHAAR,0,,0013600000JRBTsAAP,,Jordan,La Fraugh,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Director, Product Delivery, eCommerce",,,Sales Activity,,,00536000008H3MsAAK,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiIAAR,0,,0013600000JRBRjAAP,,Jordan,McEwen,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,CTO,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiJAAR,0,,0013600000JRBTtAAP,,Jorge,Love,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Founder, CEO",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiKAAR,0,,000000000000000AAA,,Jose,Null,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,,,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,2018-02-28,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,Security Enthusiast,,,,,
0033600000ChoiLAAR,0,,0013600000JRBTuAAP,,Jose,Maoz,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Head of US Business,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiMAAR,0,,0013600000JRBTvAAP,,Jose Luis,Baker,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Talent Acquisition Specialist - Elite Technology Headhunter,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiNAAR,0,,0013600000JRBLkAAP,,Joseph,Jagusiak,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Manager, Risk Department",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiOAAR,0,,0013600000JRBTwAAP,,Joseph,Testa,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Chief Product Officer,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiPAAR,0,,0013600000JRBTxAAP,,Joseph,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Intelligence Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiQAAR,0,,0013600001h6nQKAAY,,Joseph,Westmoreland,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,VP - Debit Card Fraud Strategy Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-10-18,00536000006DZLrAAO,10/18/18 21:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiRAAR,0,,0013600000JRBTzAAP,,Joseph,Krishna,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Senior Manager - Digital Marketing,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,"Experienced in Visual Merchandising, Conversion Optimization & Brand communications",,,,,
0033600000ChoiSAAR,0,,0013600000JRBU0AAP,,Joseph,Ashley,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Fraud Prevention Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiTAAR,0,,0013600000JRBNsAAP,,Joseph,Wallis,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Fraud Analyst, Operations Analyst",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiUAAR,0,,0013600000JRBL0AAP,,Joseph A.,Shulman,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,CTO,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiVAAR,0,,0013600001dGwoZAAS,,Josette,Reyes Peimbert,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,ASO Recruiter,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-09-26,00536000006DZLrAAO,9/26/18 18:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiWAAR,0,,0013600000JRBU1AAP,,Josh,Sung,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Manager, Trust & Safety",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,4/12/18 23:37,2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChoiXAAR,0,,0013600000JRBPxAAP,,Josh,Bhand,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Business Analytics Associate,,,Sales Activity,,,0053600000D5bx4AAB,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-07,00536000006DZLrAAO,8/7/18 23:44,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,"Data Analytics Professional: SAS and R, habhand[at]gmail[dot]com",,,,,
0033600000ChoiYAAR,0,,0013600000JRBU2AAP,,Joshua,Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Staffing Specialist,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000CholqAAB,0,,0013600000JRBU3AAP,,Joshua,Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Fraud Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000CholrAAB,0,,0013600000JRBU4AAP,,Joshua,Grilli,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Payments and Loss Prevention Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,5/22/18 14:01,2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000CholsAAB,0,,0013600000JRBU5AAP,,Joshua,Garibaldi,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Technical Consultant,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000CholtAAB,0,,0013600000JRBU6AAP,,Joshua,Connell,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Transfer Agent,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000CholuAAB,0,,0013600000JRBJbAAP,,Joshua,Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Fraud Prevention Supervisor,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-10-18,00536000006DZLrAAO,10/18/18 21:47,2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000CholvAAB,0,,0013600000JRBU7AAP,,JosŽ,Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,President,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000CholwAAB,0,,0013600000JRBU8AAP,,joyle,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Consultant,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000CholxAAB,0,,0013600000JRBU9AAP,,Juan,Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Online Fraud Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000CholyAAB,0,,0013600000JRBPxAAP,,Juan Ignacio,Bansal,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Software Engineer,,,Sales Activity,,,0053600000D5bx4AAB,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-07,00536000006DZLrAAO,8/7/18 23:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000CholzAAB,0,,0013600001c84vIAAQ,,Juan Pablo,Garber,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"VP-Assistant Director, Fraud Modeling and Analytics Senior Manager",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 17:43,2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000Chom0AAB,0,,0013600000JRBUAAA5,,Judith,Weidman,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Vice President of Technology,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000Chom2AAB,0,,0013600000JRBLHAA5,,Juli,Hagen,,,,,,,,,,,801 N 34th Street,Seattle,Washington,98103,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Enterprise Account Manager | Media & Entertainment - NA | Digital Media Division,,,Sales Activity,,,00536000006DI2SAAW,0,0,0,2016-05-04,00536000001f53BAAQ,2018-10-26,00536000006DZLrAAO,10/26/18 18:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000Chom4AAB,0,,0013600000JRBNeAAP,,Julian,Ertresvaag,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Senior Manager, Chargeback Operations",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000Chom5AAB,0,,0013600000JRBUDAA5,,Julie,Rose,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Director, Executive Search & Recruitment",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000Chom6AAB,0,,0013600000JRBUEAA5,,Julie,Luna,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Payments & Risk Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000Chom7AAB,0,,0013600000JRBUFAA5,,Julie,"Matthews, CIR",,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Senior Recruiter BOSCH North America,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000Chom8AAB,0,,0013600000JRBP7AAP,,Julien,Yanrui,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Senior Software Engineer,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000Chom9AAB,0,,000000000000000AAA,,Junxin,Ward,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomAAAR,0,,0013600000JRBUGAA5,,Junzhou ??,Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Data Center Operations,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,Strategic Account Manager at eClinicalWorks,,,,,
0033600000ChomBAAR,0,,0013600000JRBUHAA5,,Justin,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,President,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-17,00536000006DZLrAAO,8/17/18 22:53,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,"Chief Executive Officer at A-TEK, Inc.",,,,,
0033600000ChomCAAR,0,,0013600000JRBQ7AAP,,Justin,Macdonald,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Head of Fraud Operational Readiness,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomDAAR,0,,0013600000JRBKrAAP,,Justin,Blackburn,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Sr Risk Analyst,,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-04-12,00536000006DZLrAAO,4/12/18 18:32,2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomEAAR,0,,0013600000JRBUIAA5,,Justin,Ta,,,,,,,,,,,1810 Embarcadero Road,Palo Alto,California,94303,United States,,,,(650) 206-8888,,(650) 206-8888,,,,,anonymized@vrgcorporation.com,Account Executive,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-10-26,00536000006DZLrAAO,10/26/18 20:45,2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomFAAR,0,,0013600000JRBJbAAP,,Justin,Oliva Velez,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Product Development Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomGAAR,0,,0013600000JRBKrAAP,,Kahu�,Rohall,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Fraud Strategy Supervisor,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomHAAR,0,,0013600000IHy46AAD,,Kai,Anschick,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Executive Assistant,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomIAAR,0,,0013600000JRBUJAA5,,Kai,Cofman,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Gerente Comercial de Medios de Pago,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomJAAR,0,,0013600000JRBOtAAP,,Kalyan,Viero,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,VP Sales and Business Development,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomKAAR,0,,0013600000JRBUKAA5,,Kannan,Paranomos,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,CEO & Founder,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomLAAR,0,,0013600000JRBULAA5,,Kanwar,Faylor,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Real Estate Agent,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomMAAR,0,,0013600000JRBJAAA5,,Kara,Richman,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Senior Inside Sales Representative,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomNAAR,0,,0013600001a8mMEAAY,,Karan,"Kenning, MS",,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Director Business Analysis, Global Information Analytics",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-09-26,00536000006DZLrAAO,9/26/18 18:27,2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomOAAR,0,,0013600000JRBObAAP,,Karen,Craven,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Chief Operating Officer and General Counsel,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomPAAR,0,,0013600000JRBUMAA5,,Karen,Pfohl,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Channel Manager, North East",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomQAAR,0,,0013600000FSyaYAAT,,Karen,Reback,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Software Engineer,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-08-08,00536000006DZLrAAO,8/8/18 20:44,2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomRAAR,0,,000000000000000AAA,,Karen,Kodepyaka,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,4/13/18 4:49,2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomTAAR,0,,0013600000JRBUOAA5,,Karen,Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Independent Consultant,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomUAAR,0,,0013600000JRBUPAA5,,Karen.,Mello,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,"Co-Founder, Advisor",,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,4/12/18 18:49,2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomVAAR,0,,0013600000JRBUQAA5,,Karisse,Cline,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Account Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomWAAR,0,,0013600000JRBURAA5,,Karly,Kolev,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Fraud Controls Optimization Manager,,,Sales Activity,,,00536000001f53BAAQ,0,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033600000ChomXAAR,0,,0013600000JRBUSAA5,,Karol,Halladay,,,,,,,,,,,,,,,,,,,,,,,,,,anonymized@vrgcorporation.com,Fraud Prevention Specialist,,,Sales Activity,,,00536000001f53BAAQ,1,0,0,2016-05-04,00536000001f53BAAQ,2018-03-21,00536000006DZLrAAO,3/21/18 20:05,2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
